variant,N,Q,beta,d_km,rho,x_r_argmax,kappa_ground,gap,imfrac,imfrac_ownmax,kappa_source,imfrac_source,washout_gap,p_kappa_floor,p_imfrac_floor,p_gap_raw,p_gap_scaled,near_deg_raw,near_deg_scaled,cell_class_raw,cell_class_scaled
snr10,64,20.0,0.2,100.0,0.95,66.3811,0.6757,8.366775e-23,0.6893,0.6893,,,,,,,,,,,
snr10,64,20.0,0.2,150.0,0.7,73.1601,0.6347,9.301845e-24,0.5273,0.5571,,,,,,,,,,,
snr10,64,20.0,0.2,150.0,0.85,73.1601,0.6156,9.515595e-24,0.6101,0.6101,,,,,,,,,,,
snr10,64,20.0,0.2,150.0,0.95,62.8399,0.6050,7.865223e-24,0.6536,0.6536,,,,,,,,,,,
snr10,64,20.0,0.2,250.0,0.7,63.9529,0.4467,7.102517e-25,0.3441,0.4437,,,,,,,,,,,
snr10,64,20.0,0.2,250.0,0.85,59.3999,0.4092,6.671523e-25,0.4299,0.4630,,,,,,,,,,,
snr10,64,20.0,0.2,250.0,0.95,59.3999,0.3877,7.225891e-25,0.4760,0.4760,,,,,,,,,,,
snr20,64,5.0,0.05,100.0,0.7,68.0000,0.4229,1.573847e-20,0.5409,0.5409,,,,,,,,,,,
snr20,64,5.0,0.05,100.0,0.85,68.0000,0.4234,1.589127e-20,0.5419,0.5419,,,,,,,,,,,
snr20,64,5.0,0.05,100.0,0.95,68.2024,0.4236,1.581032e-20,0.5424,0.5424,,,,,,,,,,,
snr20,64,5.0,0.05,150.0,0.7,68.0000,0.5006,2.448474e-21,0.6101,0.6101,,,,,,,,,,,
snr20,64,5.0,0.05,150.0,0.85,68.3035,0.5015,2.412530e-21,0.6121,0.6121,,,,,,,,,,,
snr20,64,5.0,0.05,150.0,0.95,68.3035,0.5021,2.463688e-21,0.6135,0.6135,,,,,,,,,,,
snr20,64,5.0,0.05,250.0,0.7,68.0000,0.5695,2.975930e-22,0.6543,0.6543,,,,,,,,,,,
snr20,64,5.0,0.05,250.0,0.85,68.0000,0.5725,2.966860e-22,0.6605,0.6605,,,,,,,,,,,
snr20,64,5.0,0.05,250.0,0.95,68.5059,0.5731,2.956807e-22,0.6626,0.6629,,,,,,,,,,,
snr20,64,5.0,0.1,100.0,0.7,68.0000,0.4778,5.885939e-21,0.5909,0.5909,,,,,,,,,,,
snr20,64,5.0,0.1,100.0,0.85,68.0000,0.4788,5.926955e-21,0.5932,0.5933,,,,,,,,,,,
snr20,64,5.0,0.1,100.0,0.95,68.2024,0.4796,5.968678e-21,0.5947,0.5947,,,,,,,,,,,
snr20,64,5.0,0.1,150.0,0.7,68.3035,0.5407,8.690495e-22,0.6355,0.6355,,,,,,,,,,,
snr20,64,5.0,0.1,150.0,0.85,68.3035,0.5429,8.561667e-22,0.6414,0.6414,,,,,,,,,,,
snr20,64,5.0,0.1,150.0,0.95,68.3035,0.5446,8.647877e-22,0.6448,0.6448,,,,,,,,,,,
snr20,64,5.0,0.1,250.0,0.7,70.0236,0.5902,1.037117e-22,0.6531,0.6533,,,,,,,,,,,
snr20,64,5.0,0.1,250.0,0.85,68.5059,0.6004,9.864633e-23,0.6618,0.6684,,,,,,,,,,,
snr20,64,5.0,0.1,250.0,0.95,68.5059,0.6059,9.696495e-23,0.6763,0.6763,,,,,,,,,,,
snr20,64,5.0,0.2,100.0,0.7,67.7976,0.5058,1.865792e-21,0.6091,0.6091,,,,,,,,,,,
snr20,64,5.0,0.2,100.0,0.85,68.2024,0.5101,1.880081e-21,0.6171,0.6171,,,,,,,,,,,
snr20,64,5.0,0.2,100.0,0.95,68.2024,0.5122,1.879634e-21,0.6210,0.6210,,,,,,,,,,,
snr20,64,5.0,0.2,150.0,0.7,68.3035,0.5608,2.590752e-22,0.6207,0.6297,,,,,,,,,,,
snr20,64,5.0,0.2,150.0,0.85,68.3035,0.5729,2.556951e-22,0.6483,0.6483,,,,,,,,,,,
snr20,64,5.0,0.2,150.0,0.95,68.3035,0.5799,2.581902e-22,0.6632,0.6632,,,,,,,,,,,
snr20,64,5.0,0.2,250.0,0.7,68.5059,0.6431,2.416928e-23,0.6066,0.6113,,,,,,,,,,,
snr20,64,5.0,0.2,250.0,0.85,68.5059,0.6688,2.446751e-23,0.6641,0.6645,,,,,,,,,,,
snr20,64,5.0,0.2,250.0,0.95,68.5059,0.6815,2.440387e-23,0.6933,0.6933,,,,,,,,,,,
snr20,64,10.0,0.05,100.0,0.7,68.0000,0.4780,5.970769e-21,0.5911,0.5911,,,,,,,,,,,
snr20,64,10.0,0.05,100.0,0.85,68.2024,0.4793,5.948943e-21,0.5937,0.5937,,,,,,,,,,,
snr20,64,10.0,0.05,100.0,0.95,68.2024,0.4797,5.985760e-21,0.5948,0.5948,,,,,,,,,,,
snr20,64,10.0,0.05,150.0,0.7,68.3035,0.5409,8.791951e-22,0.6358,0.6358,,,,,,,,,,,
snr20,64,10.0,0.05,150.0,0.85,67.6965,0.5428,8.549711e-22,0.6413,0.6413,,,,,,,,,,,
snr20,64,10.0,0.05,150.0,0.95,68.3035,0.5447,8.686295e-22,0.6449,0.6449,,,,,,,,,,,
snr20,64,10.0,0.05,250.0,0.7,70.5295,0.5902,1.023000e-22,0.6529,0.6529,,,,,,,,,,,
snr20,64,10.0,0.05,250.0,0.85,68.5059,0.6010,9.827337e-23,0.6623,0.6682,,,,,,,,,,,
snr20,64,10.0,0.05,250.0,0.95,68.5059,0.6058,9.824158e-23,0.6763,0.6763,,,,,,,,,,,
snr20,64,10.0,0.1,100.0,0.7,68.2024,0.5064,1.887359e-21,0.6096,0.6096,,,,,,,,,,,
snr20,64,10.0,0.1,100.0,0.85,68.2024,0.5104,1.866741e-21,0.6174,0.6174,,,,,,,,,,,
snr20,64,10.0,0.1,100.0,0.95,68.2024,0.5122,1.877896e-21,0.6209,0.6209,,,,,,,,,,,
snr20,64,10.0,0.1,150.0,0.7,68.3035,0.5603,2.598112e-22,0.6200,0.6302,,,,,,,,,,,
snr20,64,10.0,0.1,150.0,0.85,68.3035,0.5733,2.589340e-22,0.6488,0.6488,,,,,,,,,,,
snr20,64,10.0,0.1,150.0,0.95,68.3035,0.5792,2.550965e-22,0.6628,0.6628,,,,,,,,,,,
snr20,64,10.0,0.1,250.0,0.7,68.5059,0.6454,2.416700e-23,0.6072,0.6114,,,,,,,,,,,
snr20,64,10.0,0.1,250.0,0.85,68.5059,0.6695,2.453967e-23,0.6643,0.6648,,,,,,,,,,,
snr20,64,10.0,0.1,250.0,0.95,68.5059,0.6818,2.472303e-23,0.6935,0.6935,,,,,,,,,,,
snr20,64,10.0,0.2,100.0,0.7,68.2024,0.5353,4.903795e-22,0.6059,0.6059,,,,,,,,,,,
snr20,64,10.0,0.2,100.0,0.85,68.2024,0.5530,4.856359e-22,0.6368,0.6368,,,,,,,,,,,
snr20,64,10.0,0.2,100.0,0.95,68.2024,0.5606,4.796844e-22,0.6518,0.6518,,,,,,,,,,,
snr20,64,10.0,0.2,150.0,0.7,68.3035,0.6253,5.628818e-23,0.6034,0.6064,,,,,,,,,,,
snr20,64,10.0,0.2,150.0,0.85,68.3035,0.6540,5.557764e-23,0.6604,0.6616,,,,,,,,,,,
snr20,64,10.0,0.2,150.0,0.95,68.3035,0.6667,5.638441e-23,0.6907,0.6907,,,,,,,,,,,
snr20,64,10.0,0.2,250.0,0.7,76.6001,0.6405,4.857090e-24,0.5463,0.5692,,,,,,,,,,,
snr20,64,10.0,0.2,250.0,0.85,59.3999,0.6163,3.470242e-24,0.6047,0.6210,,,,,,,,,,,
snr20,64,10.0,0.2,250.0,0.95,59.3999,0.6111,3.585292e-24,0.6597,0.6597,,,,,,,,,,,
snr20,64,20.0,0.05,100.0,0.7,68.2024,0.5070,1.893582e-21,0.6101,0.6101,,,,,,,,,,,
snr20,64,20.0,0.05,100.0,0.85,68.2024,0.5099,1.882280e-21,0.6169,0.6169,,,,,,,,,,,
snr20,64,20.0,0.05,100.0,0.95,68.2024,0.5120,1.877778e-21,0.6208,0.6208,,,,,,,,,,,
snr20,64,20.0,0.05,150.0,0.7,68.3035,0.5584,2.590007e-22,0.6191,0.6298,,,,,,,,,,,
snr20,64,20.0,0.05,150.0,0.85,68.3035,0.5733,2.569743e-22,0.6488,0.6488,,,,,,,,,,,
snr20,64,20.0,0.05,150.0,0.95,68.3035,0.5796,2.555039e-22,0.6630,0.6630,,,,,,,,,,,
snr20,64,20.0,0.05,250.0,0.7,68.5059,0.6431,2.415108e-23,0.6059,0.6109,,,,,,,,,,,
snr20,64,20.0,0.05,250.0,0.85,68.5059,0.6696,2.443171e-23,0.6642,0.6648,,,,,,,,,,,
snr20,64,20.0,0.05,250.0,0.95,68.5059,0.6811,2.492239e-23,0.6936,0.6936,,,,,,,,,,,
snr20,64,20.0,0.1,100.0,0.7,68.2024,0.5354,4.847303e-22,0.6056,0.6056,,,,,,,,,,,
snr20,64,20.0,0.1,100.0,0.85,68.2024,0.5535,4.824677e-22,0.6370,0.6370,,,,,,,,,,,
snr20,64,20.0,0.1,100.0,0.95,68.2024,0.5609,4.771702e-22,0.6520,0.6520,,,,,,,,,,,
snr20,64,20.0,0.1,150.0,0.7,68.3035,0.6258,5.561437e-23,0.6014,0.6055,,,,,,,,,,,
snr20,64,20.0,0.1,150.0,0.85,68.3035,0.6545,5.624953e-23,0.6612,0.6612,,,,,,,,,,,
snr20,64,20.0,0.1,150.0,0.95,68.3035,0.6666,5.612445e-23,0.6906,0.6906,,,,,,,,,,,
snr20,64,20.0,0.1,250.0,0.7,76.6001,0.6381,4.863861e-24,0.5453,0.5687,,,,,,,,,,,
snr20,64,20.0,0.1,250.0,0.85,59.3999,0.6142,3.484166e-24,0.6037,0.6209,,,,,,,,,,,
snr20,64,20.0,0.1,250.0,0.95,59.3999,0.6111,3.564376e-24,0.6596,0.6596,,,,,,,,,,,
snr20,64,20.0,0.2,100.0,0.7,66.3811,0.6304,8.441778e-23,0.5997,0.6012,,,,,,,,,,,
snr20,64,20.0,0.2,100.0,0.85,66.3811,0.6615,8.430015e-23,0.6605,0.6605,,,,,,,,,,,
snr20,64,20.0,0.2,100.0,0.95,66.3811,0.6763,8.480510e-23,0.6918,0.6918,,,,,,,,,,,
snr20,64,20.0,0.2,150.0,0.7,73.1601,0.6317,9.128175e-24,0.5274,0.5599,,,,,,,,,,,
snr20,64,20.0,0.2,150.0,0.85,73.1601,0.6149,9.463613e-24,0.6131,0.6131,,,,,,,,,,,
snr20,64,20.0,0.2,150.0,0.95,62.8399,0.6054,7.870295e-24,0.6561,0.6561,,,,,,,,,,,
snr20,64,20.0,0.2,250.0,0.7,63.9529,0.4359,7.102856e-25,0.3363,0.4445,,,,,,,,,,,
snr20,64,20.0,0.2,250.0,0.85,59.3999,0.4078,6.729605e-25,0.4307,0.4625,,,,,,,,,,,
snr20,64,20.0,0.2,250.0,0.95,59.3999,0.3878,7.171349e-25,0.4771,0.4771,,,,,,,,,,,
image,64,5.0,0.05,170.7,0.7,64.7070,0.5059,1.395177e-21,0.6137,0.6137,,,,,,,,,,,
image,64,5.0,0.05,170.7,0.85,64.4000,0.5070,1.390344e-21,0.6162,0.6166,,,,,,,,,,,
image,64,5.0,0.05,170.7,0.95,64.7070,0.5078,1.402095e-21,0.6182,0.6182,,,,,,,,,,,
image,64,5.0,0.1,170.7,0.7,64.7070,0.5443,4.715109e-22,0.6373,0.6373,,,,,,,,,,,
image,64,5.0,0.1,170.7,0.85,64.7070,0.5479,4.724442e-22,0.6447,0.6447,,,,,,,,,,,
image,64,5.0,0.1,170.7,0.95,64.7070,0.5493,4.727616e-22,0.6481,0.6481,,,,,,,,,,,
image,64,5.0,0.2,170.7,0.7,64.7070,0.5651,1.333741e-22,0.6141,0.6241,,,,,,,,,,,
image,64,5.0,0.2,170.7,0.85,64.7070,0.5828,1.330315e-22,0.6505,0.6505,,,,,,,,,,,
image,64,5.0,0.2,170.7,0.95,64.7070,0.5907,1.330185e-22,0.6682,0.6682,,,,,,,,,,,
image,64,10.0,0.05,170.7,0.7,64.7070,0.5450,4.696200e-22,0.6377,0.6377,,,,,,,,,,,
image,64,10.0,0.05,170.7,0.85,64.7070,0.5478,4.681387e-22,0.6446,0.6446,,,,,,,,,,,
image,64,10.0,0.05,170.7,0.95,64.7070,0.5496,4.713222e-22,0.6483,0.6483,,,,,,,,,,,
image,64,10.0,0.1,170.7,0.7,64.7070,0.5671,1.339547e-22,0.6150,0.6232,,,,,,,,,,,
image,64,10.0,0.1,170.7,0.85,64.7070,0.5826,1.320657e-22,0.6502,0.6502,,,,,,,,,,,
image,64,10.0,0.1,170.7,0.95,64.7070,0.5906,1.324830e-22,0.6681,0.6681,,,,,,,,,,,
image,64,10.0,0.2,170.7,0.7,64.7070,0.6423,2.775319e-23,0.5894,0.6111,,,,,,,,,,,
image,64,10.0,0.2,170.7,0.85,63.1720,0.6779,2.554109e-23,0.6550,0.6622,,,,,,,,,,,
image,64,10.0,0.2,170.7,0.95,63.1720,0.6885,2.555455e-23,0.6906,0.6909,,,,,,,,,,,
image,64,20.0,0.05,170.7,0.7,64.7070,0.5655,1.347327e-22,0.6146,0.6230,,,,,,,,,,,
image,64,20.0,0.05,170.7,0.85,64.7070,0.5834,1.348732e-22,0.6509,0.6509,,,,,,,,,,,
image,64,20.0,0.05,170.7,0.95,64.7070,0.5908,1.324705e-22,0.6682,0.6682,,,,,,,,,,,
image,64,20.0,0.1,170.7,0.7,63.1720,0.6439,2.522790e-23,0.5840,0.6119,,,,,,,,,,,
image,64,20.0,0.1,170.7,0.85,63.1720,0.6761,2.544026e-23,0.6541,0.6627,,,,,,,,,,,
image,64,20.0,0.1,170.7,0.95,63.1720,0.6886,2.552920e-23,0.6907,0.6910,,,,,,,,,,,
image,64,20.0,0.2,170.7,0.7,63.1720,0.5949,4.039587e-24,0.4550,0.5090,,,,,,,,,,,
image,64,20.0,0.2,170.7,0.85,70.2330,0.5596,5.998463e-24,0.5904,0.5904,,,,,,,,,,,
image,64,20.0,0.2,170.7,0.95,70.2330,0.5526,6.164864e-24,0.6311,0.6311,,,,,,,,,,,
VERDICT,64,,,,,,,,,,,,,,,,,,,holds,holds
